id_installation,installation,code_commune,commune,epci_code,epci_nom,code_departement,departement,basins_total_on_site,school_basins_total_on_site,students_per_basin_on_site,students_per_school_basin_on_site,schools_total,schools_geolocated_total,students_total,students_geolocated_total,primary_students,secondary_students,distance_coverage_share,drive_time_coverage_share,average_distance_to_installation_km,average_drive_time_to_installation_min,average_drive_distance_to_installation_km,average_distance_to_basin_km,students_within_5km_installation_share,students_within_15min_installation_share,basins_total,installations_total,school_basins_total,students_per_basin,students_per_installation,students_per_school_basin
I620140013,PISCINE IRIS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,1,1,4726.0,4726.0,20,16,4726,4726,2610,2116,1.0,1.0,4.188555,7.699807,5.079497,4.396307,0.572154,0.813584,1,1,1,4726.0,4726.0,4726.0
I590940007,Piscine Municipale,59094,Bourbourg,245900428,CU de Dunkerque,59,Nord,1,1,4709.0,4709.0,28,23,4709,4709,2957,1752,1.0,1.0,5.297692,7.373563,6.557436,4.721847,0.507326,0.981525,1,1,1,4709.0,4709.0,4709.0
I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,4,4,1159.5,1159.5,44,38,4638,4638,3439,1199,1.0,1.0,7.663458,10.937428,9.14975,7.140633,0.381846,0.669254,4,1,4,1159.5,4638.0,1159.5
I590330010,Complexe Aquatique l'Aiguade,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,4,3,1148.5,1531.333333,28,25,4594,4594,2378,2216,1.0,1.0,2.107127,4.677429,2.81086,1.625977,0.893339,0.904005,4,1,3,1148.5,4594.0,1531.333333
I593280017,Piscine Municipale,59328,Lambersart,200093201,Métropole Européenne de Lille,59,Nord,1,1,4585.0,4585.0,14,12,4585,4585,2128,2457,1.0,1.0,0.930023,3.617483,1.426448,0.967414,1.0,1.0,1,1,1,4585.0,4585.0,4585.0
I627670011,Piscine Municipale,62767,Saint-Pol-sur-Ternoise,200069672,CC du Ternois,62,Pas-de-Calais,2,0,2215.5,0.0,46,36,4431,4431,2057,2374,1.0,1.0,4.297673,7.265809,5.555705,3.403287,0.682013,0.859851,2,1,0,2215.5,4431.0,0.0
I590360001,Piscine Laurent Swaenepoel,59036,Avesnes-sur-Helpe,200043263,CC Cœur de l'Avesnois,59,Nord,2,2,2185.0,2185.0,33,29,4370,4370,2461,1909,1.0,1.0,3.791651,6.02903,4.612782,3.550848,0.659268,0.9,2,1,2,2185.0,4370.0,2185.0
I625490001,Aquatic & Bowling Center de l'Hesdinois,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,3,3,1450.666667,1450.666667,53,34,4352,4352,2710,1642,1.0,1.0,9.944899,13.996101,11.964717,8.386689,0.309513,0.525046,3,1,3,1450.666667,4352.0,1450.666667
I023610002,Centre aquatique AQUOISIA,02361,Guise,200071983,CC Thiérache Sambre et Oise,02,Aisne,1,1,4340.0,4340.0,32,28,4340,4340,2919,1421,1.0,1.0,7.351585,12.767429,9.338813,8.360552,0.436866,0.441475,1,1,1,4340.0,4340.0,4340.0
I591360007,Duo Le Cateau,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,4,0,1070.25,0.0,26,25,4281,4281,2004,2277,1.0,1.0,5.763273,9.967949,7.383798,5.677495,0.494744,0.683719,4,1,0,1070.25,4281.0,0.0
I595860007,Centre aquatique le Chant de l'Eau,59586,Templeuve-en-Pévèle,200041960,CC Pévèle-Carembault,59,Nord,4,3,1070.0,1426.666667,10,10,4280,4280,1493,2787,1.0,1.0,3.237522,10.062692,4.607193,3.219765,0.95257,0.672664,4,1,3,1070.0,4280.0,1426.666667
I027200001,Espace sportif - Centre aquatique Rêvéo,02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,2,2,2126.5,2126.5,29,23,4253,4253,2567,1686,1.0,1.0,12.35143,18.923548,15.867264,12.299617,0.129791,0.400423,2,1,2,2126.5,4253.0,2126.5
I605090006,PISCINE,60509,Pont-Sainte-Maxence,246000921,CC des Pays d'Oise et d'Halatte,60,Oise,1,1,4208.0,4208.0,20,19,4208,4208,2013,2195,1.0,1.0,1.469239,5.59731,2.609722,1.493122,0.956274,1.0,1,1,1,4208.0,4208.0,4208.0
I606360002,PISCINE GEORGES BONICHOT,60636,Thourotte,246000772,CC des Deux Vallées,60,Oise,1,1,4187.0,4187.0,26,19,4187,4187,2198,1989,1.0,1.0,2.913903,6.700616,4.322288,2.792511,0.763315,0.993313,1,1,1,4187.0,4187.0,4187.0
I596540006,PISCINE MUNICIPALE,59654,Waziers,200044618,CA Douaisis Agglo,59,Nord,2,2,2080.0,2080.0,22,20,4160,4160,2596,1564,1.0,1.0,2.017279,4.658575,2.749533,1.929419,1.0,1.0,2,1,2,2080.0,4160.0,2080.0
I600570045,Aquaspace,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,5,5,821.2,821.2,24,16,4106,4106,1618,2488,1.0,1.0,3.653525,8.324876,5.4329,6.250818,0.758159,0.886751,5,1,5,821.2,4106.0,821.2
I590090058,CENTRE NAUTIQUE BABYLONE,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,1,1,4098.0,4098.0,18,18,4098,4098,2805,1293,1.0,1.0,1.525203,4.721923,2.378416,1.358108,1.0,1.0,1,1,1,4098.0,4098.0,4098.0
I628650007,Centre aquatique Aquatis,62865,Vitry-en-Artois,200044048,CC Osartis Marquion,62,Pas-de-Calais,3,1,1362.333333,4087.0,27,24,4087,4087,2774,1313,1.0,1.0,3.62786,6.182138,4.791131,3.553873,0.782236,1.0,3,1,1,1362.333333,4087.0,4087.0
I620800008,PISCINE INTERCOMMUNALE,62080,Bapaume,200035442,CC du Sud-Artois,62,Pas-de-Calais,1,1,3978.0,3978.0,44,43,3978,3978,2308,1670,1.0,1.0,4.72041,8.587456,6.146966,4.612455,0.561086,0.883107,1,1,1,3978.0,3978.0,3978.0
I625340009,Piscine Intercommunale de Lumbres,62534,Lumbres,246201016,CC du Pays de Lumbres,62,Pas-de-Calais,2,2,1986.0,1986.0,32,27,3972,3972,2368,1604,1.0,1.0,4.191873,9.277931,5.364582,3.588218,0.659366,0.761329,2,1,2,1986.0,3972.0,1986.0
I601390001,PISCINE AQUATHELLE,60139,Chambly,200067973,CC Thelloise,60,Oise,2,1,1894.0,3788.0,22,17,3788,3788,3330,458,1.0,1.0,4.400675,8.358363,6.025652,3.867919,0.676874,0.942714,2,1,1,1894.0,3788.0,3788.0
I593240009,PISCINE COUBERTIN,59324,Jeumont,200043396,CA Maubeuge Val de Sambre,59,Nord,1,1,3741.0,3741.0,25,23,3741,3741,2038,1703,1.0,1.0,3.430603,5.996226,4.484787,3.385222,0.727078,0.861534,1,1,1,3741.0,3741.0,3741.0
I595270004,"Complexe Piscine, volley",59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,Nord,2,2,1860.5,1860.5,14,13,3721,3721,2692,1029,1.0,1.0,1.961762,5.648232,2.556852,1.857361,0.86939,0.86939,2,1,2,1860.5,3721.0,1860.5
I591220021,Piscine les Ondines,59122,Cambrai,200068500,CA de Cambrai,59,Nord,1,1,3711.0,3711.0,28,23,3711,3711,2351,1360,1.0,1.0,3.067584,5.893751,4.178151,3.030974,0.67529,0.971975,1,1,1,3711.0,3711.0,3711.0
I806200002,CENTRE AQUATIQUE,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,1,1,3624.0,3624.0,34,29,3624,3624,2188,1436,1.0,1.0,5.345199,8.526611,6.56563,4.75148,0.565121,0.668598,1,1,1,3624.0,3624.0,3624.0
I020590004,Piscine Lucien Lahaye,02059,Beautor,200071785,CA Chauny-Tergnier-La Fère,02,Aisne,2,2,1796.0,1796.0,30,25,3592,3592,2877,715,1.0,1.0,4.344347,10.75951,6.417964,3.864698,0.658964,0.945156,2,1,2,1796.0,3592.0,1796.0
I624430002,INSTALLATIONS SPORTIVES complexe vivre,62443,Hersin-Coupigny,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,3273.0,3273.0,22,17,3273,3273,2032,1241,1.0,1.0,2.683153,6.173856,3.869778,2.475272,0.871066,0.995417,1,1,1,3273.0,3273.0,3273.0
I023340006,Piscine,02334,Fresnoy-le-Grand,240200493,CC du Pays du Vermandois,02,Aisne,2,2,1527.5,1527.5,21,21,3055,3055,1578,1477,1.0,1.0,4.107619,8.208642,5.496602,4.086285,0.734206,0.843863,2,1,2,1527.5,3055.0,1527.5
I623180002,PISCINE,62318,Étaples,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,1,1,3024.0,3024.0,21,19,3024,3024,1869,1155,1.0,1.0,1.903381,5.066485,2.92587,1.847767,0.851521,0.974206,1,1,1,3024.0,3024.0,3024.0
I620140019,AQUALYS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,1510.0,1510.0,22,19,3020,3020,1642,1378,1.0,1.0,3.366768,6.645877,4.299028,3.146737,0.775828,0.976159,2,1,2,1510.0,3020.0,1510.0
I620040009,PISCINE MUNICIPALE,62004,Achicourt,200033579,CU d'Arras,62,Pas-de-Calais,1,1,2932.0,2932.0,35,33,2932,2932,2426,506,1.0,1.0,3.520635,6.521999,4.291268,3.622359,0.712824,0.918486,1,1,1,2932.0,2932.0,2932.0
I620570009,PISCINE INTERCOMMUNALE,62057,Audruicq,246200844,CC de la Région d'Audruicq,62,Pas-de-Calais,1,1,2903.0,2903.0,20,19,2903,2903,2310,593,1.0,1.0,3.540453,6.929607,4.559447,3.505888,0.583879,0.929728,1,1,1,2903.0,2903.0,2903.0
I592730013,complexe Maurice Baude et Piscine Municipale,59273,Gravelines,245900428,CU de Dunkerque,59,Nord,2,2,1390.5,1390.5,15,15,2781,2781,1381,1400,1.0,1.0,3.013748,5.730061,4.07145,3.002441,0.667745,1.0,2,1,2,1390.5,2781.0,1390.5
I591970005,SWIM CENTER PEVELE,59197,Ennevelin,200041960,CC Pévèle-Carembault,59,Nord,1,0,2643.0,0.0,13,11,2643,2643,2138,505,1.0,1.0,3.07205,7.073182,4.458997,2.858361,0.932274,0.975028,1,1,0,2643.0,2643.0,0.0
I595690016,Sourcéane,59569,Sin-le-Noble,200044618,CA Douaisis Agglo,59,Nord,1,0,2610.0,0.0,8,8,2610,2610,729,1881,1.0,1.0,3.997592,8.04005,5.137474,3.92489,0.567816,1.0,1,1,0,2610.0,2610.0,0.0
I606890002,CENTRE DES SPORTS RIMBERLIEU,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,1,0,2571.0,0.0,24,17,2571,2571,1296,1275,1.0,1.0,7.86413,12.192264,10.392066,8.373244,0.225982,0.57993,1,1,0,2571.0,2571.0,0.0
I804100008,Piscine Aquari'Ham,80410,Ham,200070985,CC de l'Est de la Somme,80,Somme,2,2,1248.5,1248.5,18,15,2497,2497,1466,1031,1.0,1.0,2.550755,5.289083,3.602282,2.518671,0.760913,0.991189,2,1,2,1248.5,2497.0,1248.5
I622700008,PISCINE TOURNESOL,62270,Divion,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,2460.0,2460.0,19,16,2460,2460,1717,743,1.0,1.0,1.567998,4.614297,2.55155,1.610301,0.934146,1.0,1,1,1,2460.0,2460.0,2460.0
I592790009,PISCINE MUNICIPALE PHILIPPE CROIZON,59279,Halluin,200093201,Métropole Européenne de Lille,59,Nord,1,1,2414.0,2414.0,7,7,2414,2414,1089,1325,1.0,1.0,0.733521,3.347357,1.354507,0.733521,1.0,1.0,1,1,1,2414.0,2414.0,2414.0
I625590002,COMPLEXE SPORTIF DU COLLEGE DES MARCHES DE L'ARTOIS,62559,Marquion,200044048,CC Osartis Marquion,62,Pas-de-Calais,1,1,2195.0,2195.0,29,28,2195,2195,1368,827,1.0,1.0,3.861565,6.645918,5.205351,3.780513,0.712984,0.950342,1,1,1,2195.0,2195.0,2195.0
I020370001,Complexe sportif,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,2,1,1056.0,2112.0,14,10,2112,2112,1310,802,1.0,1.0,8.428077,11.967595,10.071452,8.45557,0.143466,0.930398,2,1,1,1056.0,2112.0,2112.0
I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,59646,Wasquehal,200093201,Métropole Européenne de Lille,59,Nord,2,1,1012.0,2024.0,7,6,2024,2024,1169,855,1.0,1.0,0.973116,4.507875,1.65086,0.910277,1.0,1.0,2,1,1,1012.0,2024.0,2024.0
I594950004,PISCINE INTERCOMMUNALE,59495,Recquignies,200043396,CA Maubeuge Val de Sambre,59,Nord,1,1,1910.0,1910.0,16,15,1910,1910,1417,493,1.0,1.0,2.705487,5.702649,3.75149,2.798206,0.891099,0.976963,1,1,1,1910.0,1910.0,1910.0
I591070012,Piscine Municipale,59107,Bray-Dunes,245900428,CU de Dunkerque,59,Nord,1,1,1833.0,1833.0,10,9,1833,1833,849,984,1.0,1.0,6.585668,9.620142,7.441321,6.991671,0.462084,0.498636,1,1,1,1833.0,1833.0,1833.0
I620830008,"Piscine communautaire à Barlin ""Le NAUTILUD""",62083,Barlin,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,1809.0,1809.0,15,15,1809,1809,1246,563,1.0,1.0,1.341025,3.368104,1.850069,1.201094,0.972913,1.0,1,1,1,1809.0,1809.0,1809.0
I591630006,Piscine Municipale,59163,Croix,200093201,Métropole Européenne de Lille,59,Nord,2,2,875.0,875.0,10,10,1750,1750,1750,0,1.0,1.0,0.696941,2.949314,1.139833,0.589951,1.0,1.0,2,1,2,875.0,1750.0,875.0
I806200031,Piscine Tournesol,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,1,1,1620.0,1620.0,7,5,1620,1620,674,946,1.0,1.0,2.229887,3.763321,2.704804,1.755685,0.754938,0.982099,1,1,1,1620.0,1620.0,1620.0
I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,1,1,1085.0,1085.0,4,4,1085,1085,387,698,1.0,1.0,0.801304,3.642636,1.575634,0.801304,1.0,1.0,1,1,1,1085.0,1085.0,1085.0
I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,2,2,495.5,495.5,5,4,991,991,468,523,1.0,1.0,1.647166,4.04442,2.313975,1.668042,1.0,1.0,2,1,2,495.5,991.0,495.5
I620400005,PISCINE MUNICIPALE,62040,Arques,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,481.5,481.5,1,1,963,963,0,963,1.0,1.0,0.374,3.22,0.841,1.089,1.0,1.0,2,1,2,481.5,963.0,481.5
I022090001,Piscine Municipale (type entérée),02209,Condé-en-Brie,200072031,CA de la Région de Château-Thierry,02,Aisne,1,0,695.0,0.0,9,9,695,695,695,0,1.0,1.0,6.758357,9.694072,8.826514,6.641791,0.335252,0.82446,1,1,0,695.0,695.0,0.0
I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,2,0,171.5,0.0,4,4,343,343,343,0,1.0,1.0,1.726985,7.057259,3.446137,1.721012,0.962099,0.962099,2,1,0,171.5,343.0,0.0
