id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,type_utilisation,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,longitude,latitude,activites
E001I590940007,I590940007,Piscine Municipale,piscine municipale,59094,Bourbourg,245900428,CU de Dunkerque,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.8,2.0,,2.19561,50.94087,Aquagym | Baignade loisirs | Natation course sportive | Water-Polo
E001I591070012,I591070012,Piscine Municipale,bassin,59107,Bray-Dunes,245900428,CU de Dunkerque,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,SVJ7QGNREAT3,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.8,2.0,,2.51452,51.07227,Baignade loisirs | Natation course sportive | Triathlon
E001I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin sportif,59139,Caudry,200030633,CA du Caudrésis et du Catésis,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,DRERWZMSTKC9,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.0,300.0,2.0,2.0,,3.39598,50.12839,Baignade loisirs | Natation course sportive
E001I591830041,I591830041,BASSIN D INITIATION DELEERSNYDER,PETIT BASSIN,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Scolaires,universités",12.0,6.0,36.0,0.7,1.3,,2.40012,51.04789,Baignade loisirs
E001I591830087,I591830087,Piscine Georges Guynemer,Grand bassin,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Scolaires,universités",25.0,25.0,625.0,1.8,1.8,,2.32902,51.021923,Baignade loisirs | Natation en eau libre
E001I592990008,I592990008,PISCINE DES TROIS VILLES,PISCINE DES TROIS VILLES,59299,Hem,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,BRB4XNBXQE3N,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",25.0,10.0,250.0,0.8,2.0,,3.19829,50.67109,Activités de forme et de santé | Aquagym | Baignade loisirs | Plongée subaquatique (Plongée libre)
E001I593030010,I593030010,Piscine des WEPPES,Bassin sportif de 25 m,59303,Herlies,200093201,Métropole Européenne de Lille,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,1.3,2.0,,2.854375,50.576812,Baignade loisirs | Natation course sportive
E001I593500021,I593500021,Piscine plein Sud,Piscine Plein Sud,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,5KZ5C98PVVFP,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,2.0,2.0,,3.0413,50.6074,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Water-Polo
E001I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,STAND DE TIR,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Pas de tir,Pas de tir à la cible,1402,RNGEPBGHX73T,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,3.01451,50.64367,Arbalète / Armes anciennes / Bench rest / Silhouettes métalliques / Tir sportif de vitesse | Carabine (hors 300m) / Pistolet / Plateaux
E001I595120028,I595120028,Centre Nautique THALASSA,REMISE EN FORME,59512,Roubaix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,"Individuel(s),famille(s)",,,,,,,3.16326,50.69134,Activités de forme et de santé
E001I595270004,I595270004,"Complexe Piscine, volley",PLATEAU DUCROCQ,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Multisports/City-stades,Multisports/City-stades,1701,,"Individuel(s),famille(s)",,,,,,,3.05097,50.65892,Basket-Ball | Handball / Mini hand / Handball de plage | Tennis
E001I595440006,I595440006,PISCINE MUNICIPALE,GRAND BASSIN,59544,Saint-Saulve,245901160,CA Valenciennes Métropole,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,817JBS71ZYCJ,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.0,,3.55909,50.36496,Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre)
E001I595690010,I595690010,PISCINE TOURNESOL,Bassin de natation,59569,Sin-le-Noble,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.8,2.0,,3.11689,50.36169,Aquagym | Baignade loisirs | Natation course sportive | Water-Polo
E001I595690016,I595690016,Sourcéane,Bassin sportif,59569,Sin-le-Noble,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,S76X82BZZKYT,,33.0,25.0,825.0,,,,3.100263,50.349606,Natation course sportive
E001I595710003,I595710003,PISCINE,PETIT BASSIN,59571,Solesmes,245901038,CC du Pays Solesmois,59,Nord,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Scolaires,universités",12.0,12.0,156.0,0.9,1.5,,3.49841,50.19028,Aquagym | Baignade loisirs | Natation course sportive
E001I595990002,I595990002,Tourcoing les Bains,Bassin Sportf,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,Z472FH2KCM6B,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,21.0,525.0,2.0,2.0,,3.1606,50.72425,Aquagym | Baignade loisirs | Natation course sportive | Water-Polo
E001I600570060,I600570060,Piscine Aldebert Bellier,Piscine A.Bellier,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,312.5,0.8,2.0,,2.07907,49.42483,Baignade loisirs | Natation course sportive
E001I601030008,I601030008,PISCINE INTERCOMMUNALE,Piscine intercommunale,60103,Bresles,200067999,CA du Beauvaisis,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,7QBB4ETK2YMM,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,12.5,312.5,1.2,1.8,,2.24552,49.40863,Baignade loisirs | Natation course sportive
E001I601040007,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Salle de remise en forme,60104,Breteuil,200068005,CC de l'Oise Picarde,60,Oise,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,"Individuel(s),famille(s)",,,,,,,2.30057,49.6355,Musculation
E001I601390001,I601390001,PISCINE AQUATHELLE,Bassin sportif,60139,Chambly,200067973,CC Thelloise,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,EKQEG1HVYT8W,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,1.1,2.2,,2.25376,49.1721,Natation course sportive | Plongée subaquatique (Plongée libre)
E001I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin sportif,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,3Q5B4JEKKNHT,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",25.0,8.0,200.0,0.8,1.8,,2.64326,49.42945,Baignade loisirs
E001I603950010,I603950010,Piscine des Sablons,Bassin de 25 m,60395,Méru,246000582,CC des Sablons,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,TD6EZZBMEH7T,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,12.5,312.5,0.8,1.9,,2.14285,49.23699,Baignade loisirs
E001I604710011,I604710011,PISCINE MUNICIPALE PAUL BOUTEFEU,Grand Bassin,60471,Noyon,246000756,CC du Pays Noyonnais,60,Oise,Centres urbains intermédiaires,",Piscine",Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,312.5,1.7,3.5,,2.99585,49.57714,Baignade loisirs | Nage avec palmes | Natation course sportive
E001I601590032,I601590032,PISCINE HIVER AVENUE D'HUY,Petit bassin de natation,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,ZXBVCHCWGJMC,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",13.0,10.0,130.0,0.8,1.3,,2.81726,49.40158,Baignade loisirs
E001I620140013,I620140013,PISCINE IRIS,PISCINE IRIS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.8,2.0,,2.40322,50.64189,Baignade loisirs | Natation course sportive
E001I620400005,I620400005,PISCINE MUNICIPALE,Bassin de natation,62040,Arques,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,P7SNSKQX3QK9,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,1.4,2.2,,2.30396,50.73926,Aquagym | Baignade loisirs | Natation course sportive
E001I620410067,I620410067,PISCINE GEORGES DAULLE,Bassin compétition,62041,Arras,200033579,CU d'Arras,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,YR1AQBM3NXX2,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,2.0,2.0,,2.74294,50.2975,Baignade loisirs | Natation course sportive | Natation en eau libre | Natation synchronisée
E001I620800008,I620800008,PISCINE INTERCOMMUNALE,Bassin de natation,62080,Bapaume,200035442,CC du Sud-Artois,62,Pas-de-Calais,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.8,1.8,,2.859793,50.107093,Aquagym | Baignade loisirs | Natation course sportive
E001I620830008,I620830008,"Piscine communautaire à Barlin ""Le NAUTILUD""","Piscine communautaire à Barlin ""Le NAUTILUD""",62083,Barlin,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,M8DZ1ZJVNBQF,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",29.0,10.0,290.0,0.75,2.0,,2.619896,50.455324,Aquagym | Baignade loisirs | Natation course sportive
E001I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,Bassin TOBOGGAN,62119,Béthune,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,ZAE2DKN9F8K4,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",8.0,8.0,64.0,1.5,1.5,,2.631161,50.533194,Baignade loisirs
E001I621930005,I621930005,PISCINE EMILE RANSON,GRAND BASSIN,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,G9Z7DR8MEA8W,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,1.8,3.7,,1.847366,50.955142,Aquagym | Baignade loisirs | Natation course sportive | Plongeon | Water-Polo
E001I621930039,I621930039,Complexe Icéo,Espace cardio,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,EJNAS4SPSAFT,"Individuel(s),famille(s)",,,,,,,1.89623,50.95616,Activités de forme et de santé | Musculation
E001I622700008,I622700008,PISCINE TOURNESOL,PISCINE TOURNESOL,62270,Divion,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.8,2.0,,2.49849,50.47106,Baignade loisirs | Natation course sportive
E001I623610002,I623610002,COMPLEXE SIDONIE GUITTARD,TENNIS CLUB,62361,Frévent,200069672,CC du Ternois,62,Pas-de-Calais,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,4EQCA5DQYRTT,"Clubs sportifs,comités,ligues,fédérations",,,,,,,2.293407,50.274819,Tennis
E001I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Salle Polyvalente,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Salle multisports,Salle multisports (gymnase),1901,35469218GVZW,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.584552,50.436103,Badminton | Jeu de volant | Basket-Ball | Boxe Anglaise | Escrime (Epée / Fleuret / Sabre ) | Football / Football en salle (Futsal) | Handball / Mini hand / Handball de plage | Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley
E001I624980051,I624980051,Aqualens,bassin sportif,62498,Lens,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",21.0,50.0,1050.0,2.0,2.0,,2.818379,50.431787,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Water-Polo
E001I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin sportif,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.0,,2.03215,50.364713,Aquagym | Natation course sportive
E004I601590027,I601590027,Plaine des sports Zac Mercieres,Terrain de football stabilisé,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Terrain de grands jeux,Terrain de football,2802,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,2.78311,49.38525,Football / Football en salle (Futsal)
E001I800210027,I800210027,Piscine Le Nautilus (structurant),Fosse à plongée,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Fosse à plongée,105,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,45.0,3.0,15.0,,2.311935,49.91068,Plongée en apnée | Plongée subaquatique (Plongée libre)
E004I591390015,I591390015,Espace Nautique Intercommunal (ENI),Toboggan,59139,Caudry,200030633,CA du Caudrésis et du Catésis,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,DRERWZMSTKC9,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",,,0.0,,,,3.39567,50.12827,Baignade loisirs
E004I591720022,I591720022,Centre Aqualudique Natur&O,Toboggan,59172,Denain,200042190,CA de la Porte du Hainaut,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,QRCZY959RKH3,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,3.393402,50.322217,Baignade loisirs
E004I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin ludique,59286,Haubourdin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,N87HD4E2E758,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,327.0,0.7,1.3,,2.9967,50.6145,Baignade loisirs
E004I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,PLATEAU D EVOLUTION,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,"Piscine,Complexe sportif",Piscine | Complexe sportif,Multisports/City-stades,Multisports/City-stades,1701,,"Scolaires,universités",,,,,,,2.43891,51.05523,Football / Football en salle (Futsal)
E004I593500108,I593500108,Piscine Olympique Marx Dormoy,Salle musculation Max Dormoy,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,XDYHHG2N1Y5G,"Clubs sportifs,comités,ligues,fédérations",,,,,,,3.033149,50.63673,Musculation
E001I591630006,I591630006,Piscine Municipale,Piscine Grand Bassin Croix,59163,Croix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,12.5,312.5,2.2,2.2,,3.14928,50.67693,Aquagym | Natation course sportive
