id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,uai,survey_date,state_change_date,observation_installation,observation_equipement,handicap_access_types,transport_access_modes,opening_authorized_flag,erp_type,erp_category,year_service,service_period,last_major_works_date,last_major_works_period,last_major_works_year,last_major_works_motives,energy_sources,pmr_access_detail,sensory_access_detail,type_utilisation,free_access_flag,seasonal_only_flag,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,installation_out_of_service_flag,longitude,latitude,activites,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment
E001I023400001,I023400001,Piscine,Petit bassin,02340,Gauchy,200071892,CA du Saint-Quentinois,02,Aisne,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,BB2C4RPQF8KQ,,2025-03-31,2024-02-23,"10  places privées pour la piscine
parking non délimité le long de la route
Caneton",,Handicap moteur,,1,X,4,1978.0,1975-1984,,,,,Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,10.0,6.0,60.0,1.0,1.0,,0,3.2914,49.83087,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I026910012,I026910012,Piscine Jean Bouin,Grand bassin intérieur,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,,2025-03-31,2024-01-30,"2 douches publiques + sanitaires publiques
La piscine possede un toit permettant de découvrir les 3 bassins
Jardin aquatique & natation prénatale",RAS,Handicap moteur,,1,X,2,2021.0,1975-1984,2018,,2018.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Mise en conformité avec les normes AFNOR ou règles fédérales | Vétusté normale | remise à niveau,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires","Cheminements,Sanitaires,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,375.0,1.7,2.4,,0,3.30916,49.8537,Baignade loisirs | Nage avec palmes | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Sauvetage en eau plate,open_probable,Ouvert probable,"La page officielle de la piscine Jean Bouin présente l'équipement, ses accès et ses infos horaires, sans signal de fermeture ou d'interruption durable.",Agglomération du Saint-Quentinois,https://www.agglo-saintquentinois.fr/passionnante/les-piscines-et-espaces-aquatiques/la-piscine-jean-bouin-1148.html,2026-03-16,Forte,,1,"La page officielle de la piscine Jean Bouin présente l'équipement, ses accès et ses infos horaires, sans signal de fermeture ou d'interruption durable."
E001I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Patinoire,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace ludique,1503,NNH171HDB4CR,,2025-03-31,2024-04-23,"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.","Evenements, spectacle,courses de kart sur glace",Handicap moteur,Bus,1,X,3,2010.0,A partir de 2005,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Vestiaires",,"Individuel(s),famille(s)",0,0,,,,,,,0,3.284736,49.839115,Ballet sur glace / Danse sur glace / Patinage artistique,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I590090057,I590090057,PISCINE DU TRIOLO,PETIT BASSIN,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,ENSYV8BKBK35,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,3,1977.0,1975-1984,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,15.0,12.0,188.0,0.6,1.2,,0,3.14758,50.61375,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I590280009,I590280009,PISCINE MUNICIPALE,BASSIN LUDIQUE,59028,Auby,200044618,CA Douaisis Agglo,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2015-09-29,"PREMIERE VISITE LE 19/03/2015, 2eme VISITE LE 24/09/2015 POUR RECUPERER LES INFORMATIONS MANQUANTES                                                 DISPOSE D'UNE PLAGE MINERALE EXTERIEURE DE 162m² (EN COURS DE TRAVAUX)","-ACTIVITES PROPOSEES: AQUAGYM , AQUABIKE, AQUA SENIORS, AQUA BABY, AQUA PHOBIE, COURS D'APPRENTISSAGE                                                   -INAUGURATION POUR L'OUVERTURE DE LA PISCINE LE 04/04/2015                                                                                                                                                                          -NAGE A CONTRE COURANT, CANONS ET GEYSERS A EAU",,Bus,1,X,3,1976.0,1975-1984,2015,A partir de 2005,2015.0,Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités",0,0,,,70.0,1.0,1.3,,0,3.05825,50.41721,Aquagym | Baignade loisirs,temporary_closed,Fermé temporairement / travaux,Le site municipal annonce le 22 janvier 2026 une fermeture temporaire pour problème technique sans date de réouverture.,Ville d'Auby,https://auby.fr/2026/01/22/la-piscine-municipale-temporairement-fermee-pour-un-probleme-technique/,2026-03-11,Forte,,1,Le site municipal annonce le 22 janvier 2026 une fermeture temporaire pour problème technique sans date de réouverture.
E002I590330010,I590330010,Complexe Aquatique l'Aiguade,Petit Bassin,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2019-04-13,Travaux dans le cadre du plan 5000 équipements,Travaux dans le cadre du plan 5000 équipements,Handicap moteur,,1,X,3,,1945-1964,2025,1995-2004,2025.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Gaz,"Aire de jeu,Cheminements,Douches",,"Individuel(s),famille(s)",0,0,22.0,15.0,330.0,0.7,1.3,,0,3.835044,50.202904,Aquagym | Baignade loisirs,open_probable,Ouvert probable,La page publique de l'agglo présente l'Aiguade comme un équipement ouvert toute l'année avec horaires variés.,Agglomération Maubeuge Val de Sambre,https://agglo-maubeugevaldesambre.fr/au-quotidien/les-piscines/aiguade-aulnoye-aymeries/,2026-03-11,Moyenne,,1,La page publique de l'agglo présente l'Aiguade comme un équipement ouvert toute l'année avec horaires variés.
E002I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin ludique,59139,Caudry,200030633,CA du Caudrésis et du Catésis,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,DRERWZMSTKC9,,2025-03-31,2024-04-24,"Installation comprennant un bassin sportif, ludique, d'apprentissage et reception toboggan + espace remise en forme",Mêmes aménagements que bassin sportif. x,Handicap moteur,,0,,,2014.0,A partir de 2005,,,,,Gaz,"Cheminements,Douches",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,150.0,0.8,1.2,,0,3.39568,50.1282,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I800010025,I800010025,Piscine : AQU'ABB,Bassin 25 m,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,CP8V8GMPVN8B,,2025-03-31,2024-02-22,Possibilité d'hébergement sur place pour les stages sportifs.L'installation dispose d'un toboggan de 50 mètres linéaires avec un bassin spécifique de réception ralentie (3mX1 m),Chauffage:PAC Géothermie et réseau chaleur de la ville. Centre de Préparation aux Jeux (CPJ).,Handicap moteur,,1,X,2,1989.0,1985-1994,2013,A partir de 2005,2013.0,Vétusté normale | remise à niveau,Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,15.0,375.0,0.0,3.0,,0,1.83996,50.11069,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Water-Polo,open_probable,Ouvert probable,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.,Aqu'ABB,https://www.resaquabb.fr/,2026-03-11,Forte,,1,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.
E002I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2018-02-23,"Piscine actuellement fermée pour travaux réouverture prévu deuxième semestre 2026
Travaux dans le cadre du plan 5000 équipements",Travaux dans le cadre du plan 5000 équipements,Handicap moteur,Bus,1,X,3,1994.0,1985-1994,2026,,2026.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Autre,Vestiaires,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,240.0,0.4,1.3,,0,2.311935,49.91068,Aquagym | Baignade loisirs,temporary_closed,Fermé temporairement / travaux,Amiens Métropole indique en novembre 2025 que la piscine Nautilus est en travaux avec premiers plongeons début 2027.,Amiens Métropole,https://www.amiens.fr/Actualites/Le-Nautilus-se-reinvente,2026-03-11,Forte,,1,Amiens Métropole indique en novembre 2025 que la piscine Nautilus est en travaux avec premiers plongeons début 2027.
E002I800210162,I800210162,Centre Aquatique Amiens Metropole,Bassin Ludique et Détente,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-09-26,"Snacking extérieur, parking vélo, ascenseur. Chauffage fournit par Amiens Energie, sources variées (gaz, bois)","Bordures de forme courbe, Nombreux jeux d'eaux activés sur commande. Pentaglisse mitoyen  avec 4 toboggans",Handicap moteur,Bus,0,,,2019.0,A partir de 2005,,,,,,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires",,"Individuel(s),famille(s)",0,0,,,200.0,0.3,1.2,,0,2.290417,49.87343,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I804100008,I804100008,Piscine Aquari'Ham,Bassin ludique,80410,Ham,200070985,CC de l'Est de la Somme,80,Somme,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,FGZZZ2431B4T,,2025-03-31,2024-04-25,Parc extérieur avec structures gonflables plus petit parcours acrobatique de loisirs,Vestiaires sportifs : zone avec casiers,Handicap moteur,Bus,0,,,2006.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,10.0,250.0,0.8,1.8,,0,3.07598,49.75404,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I802530014,I802530014,Piscine municipale Centre Nautique Marc Revaux,Terrains de beach volley,80253,Doullens,200070951,CC du Territoire Nord Picardie,80,Somme,Petites villes,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,,2025-03-31,2024-02-05,Présence d'1 défibrillateur,,Handicap moteur,Bus,0,,,,,,,,,,,,,0,0,,,,,,,0,2.34517,50.15692,,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I591630006,I591630006,Piscine Municipale,Piscine Petit bassin Croix,59163,Croix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,VEK915R31C3Z,,2025-03-31,2025-03-06,,RAS,Handicap moteur,Bus | Métro,1,X,3,,1965-1974,2012,A partir de 2005,2012.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires","Aire de jeu,Cheminements,Sanitaires,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,12.5,12.5,156.3,0.9,1.3,,0,3.14933,50.67685,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I591780040,I591780040,PISCINE DES GLACIS,PETIT BAIN,59178,Douai,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,RFGP5J279GC6,,2025-03-31,2024-04-24,LOGEMENT DE GARDIEN RETIRE EN SEPTEMBRE 2017,RAS,Handicap moteur,Tramway | Bus,1,X,3,1958.0,1945-1964,2022,,2022.0,Vétusté normale | remise à niveau,Gaz | Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,10.0,12.5,125.0,0.5,1.2,,0,3.08011,50.36233,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I592910011,I592910011,Piscine André Leduc,Petit Bassin,59291,Hautmont,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,GKEWWJFDA5NN,,2025-03-31,2023-11-20,Piscine fermée depuis 2019 - hors service,,Handicap moteur,,1,X,3,1971.0,1965-1974,1998,1995-2004,1998.0,,Gaz,,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,16.0,12.0,192.0,0.6,1.3,,1,3.92723,50.24661,Aquagym | Baignade loisirs,closed,Fermé / hors service,Le site municipal mentionne explicitement la piscine André-Leduc fermée en 2019.,Mairie d'Hautmont,https://www.mairie-hautmont.fr/les-quartiers-dhautmont/,2026-03-11,Forte,,1,Le site municipal mentionne explicitement la piscine André-Leduc fermée en 2019.
E002I600570060,I600570060,Piscine Aldebert Bellier,bassin d'apprentissage,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,,2025-03-31,2024-11-28,,,,,0,X,4,2024.0,A partir de 2005,,,,,,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires","Aire de jeu,Cheminements,Sanitaires,Signalétique,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,120.0,,,,0,2.081578,49.423615,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I591720022,I591720022,Centre Aqualudique Natur&O,Bassin Ludique,59172,Denain,200042190,CA de la Porte du Hainaut,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,QRCZY959RKH3,,2025-03-31,2024-04-26,"Salle de Séminaires, zone restaurant, tisanerie, terrasse extérieure
Création ayant été subventionné par l'Agence National du Sport (ANS)",Création ayant été subventionné par l'Agence National du Sport (ANS),Handicap sensoriel | Handicap moteur,Bus | Tramway,1,X,,2022.0,,,,,,Autre,"Accueil,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires","Cheminements,Sanitaires,Signalétique,Tribunes,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,10.5,157.5,0.8,1.3,,0,3.393402,50.322217,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,PETIT BASSIN,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,"Piscine,Complexe sportif",Piscine | Complexe sportif,Bassin de natation,Bassin ludique de natation,103,V5TMZV7QDVKA,,2025-03-31,2024-04-24,Piscine entièrement refaite en 2012/2013,,Handicap moteur,,1,,3,1977.0,1975-1984,2013,A partir de 2005,2013.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Mise en conformité avec les normes AFNOR ou règles fédérales | Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,10.0,10.0,100.0,0.6,1.3,,0,2.43997,51.05464,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I593780017,I593780017,Piscine Municipale,Petit Bassin,59378,Marcq-en-Barœul,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-04-24,,RAS,Handicap moteur,,1,X,3,1973.0,1965-1974,2008,A partir de 2005,2008.0,Mise en conformité avec les normes AFNOR ou règles fédérales | Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Gaz,Vestiaires,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,12.5,12.5,156.0,0.6,1.2,,0,3.08708,50.66624,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I596540006,I596540006,PISCINE MUNICIPALE,PETIT BASSIN,59654,Waziers,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,3KQ8GETCFBV5,,2025-03-31,2015-06-19,,,Handicap moteur,Bus,1,X,3,1968.0,1965-1974,,,,,Gaz,Accueil,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,12.0,12.0,156.0,0.6,1.2,,0,3.10711,50.38553,Aquagym | Natation en eau libre,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I600570045,I600570045,Aquaspace,Bassin ludique (balnéo),60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,2D2RTZT5H2QT,,2025-03-31,2024-04-24,Présence d'une rivière exterieure de 120m et de trois bassins (ouverts que l'été)Le terrain appartient à la ville de Beauvais mais l'installation appartient à l'agglomération de Beauvais.,RAS,Handicap moteur,,1,X,2,2008.0,A partir de 2005,,,,,Gaz | Solaire,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,120.0,,,,0,2.094182,49.451773,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I591830058,I591830058,PISCINE PAUL ASSEMAN,Bassin 25*21,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,1QRWDV52174Z,,2025-03-31,2024-09-19,Présence d'un bassin Scientifique de 5m*3m avec turbine et moyen d'analyse par caméra qui permet d'analyser la technique et la biomécanique du nageur dans les 4 nages,RAS,,,1,X,2,2011.0,A partir de 2005,2016,A partir de 2005,2016.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Vétusté normale | remise à niveau,Electricité | Fuel | Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,21.0,525.0,1.3,1.9,,0,2.38636,51.04782,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,"Une visite guidée officielle programmée le 20 novembre 2025 ouvre la piscine Paul Asseman au public et à ses coulisses, ce qui confirme l'exploitation du site.",Dunkerque Tourisme,https://www.dunkerque-tourisme.fr/offres/fabuleuses-visites-piscine-paul-asseman-dunkerque-fr-6049194/,2026-03-16,Moyenne,,1,"Une visite guidée officielle programmée le 20 novembre 2025 ouvre la piscine Paul Asseman au public et à ses coulisses, ce qui confirme l'exploitation du site."
E002I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Petit Bassin,59295,Hazebrouck,200040947,CC de Flandre Intérieure,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,9SY2RNRMXQ2C,,2025-03-31,2024-05-14,Gestion de l'équipement transférée de la municipalité (ville d'Hazebrouck) vers l'EPCI (Communauté de Communes de Flandre Intérieure) au 1er janvier 2023. La CCFI est également propriétaire et gestionnaire de la piscine intercommunale de Bailleul.,"Autre activité: Apprentissage de la natation - Niveau de pratique = Loisir, Entretien, Remise en forme / Scolaire / Entraînement. Nature du sol des plages: carrelage. Accessibilité personnes andicapées: true mais nécessite l'aide d'un agent pour le passage du pédiluve et l'utilisation de l'appareil d'aide à la mise à l'eau. Nombre de vestiares: 2 vestiaires collectifs + 20 cabines individuelles. Date d'homologation préfectorale inconnue. x",Handicap moteur,Bus | Train,1,X,4,1974.0,1965-1974,2019,,2019.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,12.5,10.0,125.0,0.2,1.0,,0,2.539462,50.719772,Aquagym | Baignade loisirs,closed,Fermé / hors service,Le procès-verbal municipal de mai 2025 indique explicitement que la piscine d'intérêt communautaire d'Hazebrouck est fermée définitivement depuis décembre 2024 pour raisons techniques.,Ville d'Hazebrouck,https://www.ville-hazebrouck.fr/download/file/13952?key=JveZPe3zsLqf%2FMFO4CyMjA%3D%3D,2026-03-16,Forte,,1,Le procès-verbal municipal de mai 2025 indique explicitement que la piscine d'intérêt communautaire d'Hazebrouck est fermée définitivement depuis décembre 2024 pour raisons techniques.
E002I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,PISCINE MUNICIPALE,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,XNGFA39SFAZB,,2025-03-31,2024-04-24,Un période de travaux prévu de Noël 2023 à Mai 2024. Un accès PMR est prévu.,63 vestiaires dont 5 collectifs. x,Handicap moteur,,1,X,3,1971.0,1965-1974,2002,1995-2004,2002.0,,Gaz,,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,375.0,1.2,2.0,,0,3.01476,50.64371,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Triathlon,open_probable,Ouvert probable,"La page officielle de la piscine Marie-Wattel publie des horaires, tarifs et activités à jour.",Ville de Lomme,https://www.ville-lomme.fr/Culture-et-loisirs/Le-sport-a-Lomme/Piscine-Marie-Wattel,2026-03-11,Forte,,1,"La page officielle de la piscine Marie-Wattel publie des horaires, tarifs et activités à jour."
E002I595270004,I595270004,"Complexe Piscine, volley",SALLE DUCROCQ,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Salle ou terrain spécialisé,Salle de volley-ball,2113,,,2025-03-31,2020-01-08,,,,,1,X,3,1951.0,1945-1964,,,,,Gaz,,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,3.04971,50.65867,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I601040007,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Bassin de 25 M,60104,Breteuil,200068005,CC de l'Oise Picarde,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2024-02-22,,Casiers: 217,Handicap moteur,,1,X,5,2007.0,A partir de 2005,2007,A partir de 2005,2007.0,,Autre,"Aire de jeu,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités",0,0,25.0,12.5,312.5,1.5,2.0,,0,2.30057,49.6355,Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I620410045,I620410045,PISCINE ELIE DESBIN,Bassin Ludique,62041,Arras,200033579,CU d'Arras,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,FVQ6SY4SMJQ1,,2025-03-31,2024-04-24,,équipement ouvert le week end.,Handicap moteur,,1,X,3,1986.0,1985-1994,2019,A partir de 2005,2019.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Vétusté normale | remise à niveau,Gaz,"Accueil,Douches,Sanitaires,Vestiaires","Sanitaires,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,12.0,10.0,120.0,0.5,1.1,,0,2.79366,50.279651,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I621780006,I621780006,Piscine Art Déco,Bassin de 33m (n°1),62178,Bruay-la-Buissière,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2024-03-13,,Piscine géré par Artois Com,Handicap moteur,,1,PA,4,1936.0,Avant 1945,2015,A partir de 2005,2015.0,Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,,"Douches,Tribunes,Vestiaires",,"Individuel(s),famille(s),Autre - association(s) et groupes divers",0,1,33.0,12.5,412.5,,,,0,2.54114,50.47277,Aquagym | Baignade loisirs | Natation course sportive,seasonal,Ouverture saisonnière,"La page officielle des piscines communautaires précise que la piscine communautaire de Bruay-La-Buissière ferme pour la saison hivernale à compter du 28 septembre 2025, ce qui confirme une ouverture saisonnière.",Béthune-Bruay Agglomération,https://www.bethunebruay.fr/index.php/fr/piscines-communautaires,2026-03-16,Forte,,1,"La page officielle des piscines communautaires précise que la piscine communautaire de Bruay-La-Buissière ferme pour la saison hivernale à compter du 28 septembre 2025, ce qui confirme une ouverture saisonnière."
