id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,uai,survey_date,state_change_date,observation_installation,observation_equipement,handicap_access_types,transport_access_modes,opening_authorized_flag,erp_type,erp_category,year_service,service_period,last_major_works_date,last_major_works_period,last_major_works_year,last_major_works_motives,energy_sources,pmr_access_detail,sensory_access_detail,type_utilisation,free_access_flag,seasonal_only_flag,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,installation_out_of_service_flag,longitude,latitude,activites,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment
E002I601590027,I601590027,Plaine des sports Zac Mercieres,Pas de tir à l'arc intérieur,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Pas de tir,Pas de tir à l'arc,1401,,,2025-03-31,2024-04-24,RAS,RAS,Handicap moteur,Bus,0,,,,1985-1994,,,,,,,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,2.7838,49.38704,Tir à l'arc,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I601590032,I601590032,PISCINE HIVER AVENUE D'HUY,Grand bassin de natation,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,ZXBVCHCWGJMC,,2025-03-31,2024-04-24,,RAS,,Bus,1,,,1971.0,1965-1974,2018,,2018.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...),Electricité,,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,13.0,325.0,2.0,3.0,,0,2.81726,49.40158,Baignade loisirs | Natation course sportive | Water-Polo,temporary_closed,Fermé temporairement / travaux,"Le magazine communautaire de février 2026 indique que la piscine de Huy, non ouverte au public, va bénéficier d'un important chantier en 2026.",Agglomération de la Région de Compiègne,https://www.agglo-compiegne.fr/sites/default/files/2026-02/CNV%20442.pdf,2026-03-16,Forte,,1,"Le magazine communautaire de février 2026 indique que la piscine de Huy, non ouverte au public, va bénéficier d'un important chantier en 2026."
E002I602820009,I602820009,PISCINE AQUALIS,Bassin sportif intérieure,60282,Gouvieux,246000764,CC de l'Aire Cantilienne,60,Oise,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2011-06-16,,,Handicap moteur,Bus,1,X,2,2004.0,1995-2004,,,,,Gaz,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,10.0,250.0,1.2,1.8,,0,2.43468,49.18966,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°1,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,,2025-03-31,2024-03-12,,Centre de Préparation aux Jeux (CPJ),Handicap moteur,,1,PA,2,1904.0,Avant 1945,2005,A partir de 2005,2005.0,Vétusté normale | remise à niveau,,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,1.59738,50.518668,Tennis,seasonal,Ouverture saisonnière,La fiche officielle du Centre Tennistique Pierre de Coubertin précise que la piscine extérieure chauffée de 25 m est ouverte d'avril à septembre selon les conditions climatiques.,Office de tourisme du Touquet-Paris-Plage,https://www.letouquet.com/activites/centre-tennistique-pierre-de-coubertin/,2026-03-16,Forte,,1,La fiche officielle du Centre Tennistique Pierre de Coubertin précise que la piscine extérieure chauffée de 25 m est ouverte d'avril à septembre selon les conditions climatiques.
E002I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Salle de musculation/cardio,62510,Liévin,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,F8QHKT486WFE,,2025-03-31,2024-09-19,Travaux ayant été subventionné par l'Agence National du Sport (ANS),Travaux ayant été subventionné par l'Agence National du Sport (ANS),Handicap moteur,Bus,1,,,2011.0,A partir de 2005,2026,,2026.0,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s)",0,0,,,,,,,0,2.771494,50.416872,Activités de forme et de santé | Musculation,open_probable,Ouvert probable,Le site officiel de Nauticaa affiche les horaires et plannings de la semaine du 9 mars 2026.,Nauticaa,https://www.nauticaa.fr/planning/,2026-03-11,Forte,,1,Le site officiel de Nauticaa affiche les horaires et plannings de la semaine du 9 mars 2026.
E002I621930039,I621930039,Complexe Icéo,Bassin sportif,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin sportif de natation,102,EJNAS4SPSAFT,,2025-03-31,2024-04-24,,"Piscine en compétences agglomération depuis plusieurs années , Mr Duthe est à la mairie de Calais. x",Handicap moteur,Bus,1,X,1,2006.0,A partir de 2005,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,10.0,250.0,0.8,1.8,,0,1.89623,50.95616,Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I625340009,I625340009,Piscine Intercommunale de Lumbres,Petit Bassin,62534,Lumbres,246201016,CC du Pays de Lumbres,62,Pas-de-Calais,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,CZCWAW4881ZP,,2025-03-31,2024-04-24,,,,Bus,1,X,2,1972.0,1965-1974,,,,,Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,15.0,15.0,225.0,0.1,0.8,,0,2.130071,50.708451,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I627580010,I627580010,Hélicéa,BASSIN DE NATATION,62758,Saint-Martin-Boulogne,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin sportif de natation,102,PPWF5ZKTKV2C,,2025-03-31,2024-09-26,,RAS,Handicap moteur,Bus,1,X,1,2005.0,A partir de 2005,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,26.0,650.0,1.3,3.4,,0,1.64395,50.731,Natation course sportive | Natation en eau libre,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin ludique,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-09-26,,RAS,Handicap moteur,,1,X,2,2012.0,A partir de 2005,,,,,Electricité | Gaz | Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires","Sanitaires,Vestiaires","Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,4.0,60.0,0.8,1.4,,0,2.029365,50.367088,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I626430016,I626430016,PISCINE INTERCOMMUNAL OCEANE,Petit bassin ludique,62643,Outreau,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-02-01,,RAS,Handicap moteur,,1,X,4,2003.0,1995-2004,,,,,Gaz,"Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,150.0,0.2,1.3,,0,1.584418,50.70488,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I627670011,I627670011,Piscine Municipale,Bassin ludique,62767,Saint-Pol-sur-Ternoise,200069672,CC du Ternois,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2014-11-16,,,Handicap moteur,Bus | Train,1,PA | X,4,2010.0,A partir de 2005,,,,,,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s)",0,1,10.0,10.0,100.0,0.2,1.0,,0,2.32205,50.37775,Baignade loisirs,verify,Statut à vérifier,"L'annuaire municipal conserve une fiche dédiée à la piscine municipale de Saint-Pol-sur-Ternoise, mais sans horaires, calendrier d'ouverture ni indication récente d'exploitation. Le statut actuel reste donc à confirmer.",Ville de Saint-Pol-sur-Ternoise,https://www.saintpolsurternoise.fr/annuaire/piscine-saint-pol-sur-ternoise/,2026-03-16,Moyenne,,1,"L'annuaire municipal conserve une fiche dédiée à la piscine municipale de Saint-Pol-sur-Ternoise, mais sans horaires, calendrier d'ouverture ni indication récente d'exploitation. Le statut actuel reste donc à confirmer."
E004I020370001,I020370001,Complexe sportif,Terrain de football entrainement,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain de football,2802,,,2025-03-31,2024-02-22,Parking dans la rue adjacente. Une place de parking pour PH se situe devant l'entrée.,Terrain non tracé - 2x2  buts soit 4.,Handicap moteur,,0,,,,Avant 1945,,,,,,,,"Clubs sportifs,comités,ligues,fédérations",0,0,,,,,,,0,3.6124,49.60574,Football / Football en salle (Futsal),verify,Statut à vérifier,La page officielle de la piscine sur le site communal conserve une information de non-ouverture à l'été 2020 et n'apporte pas de calendrier récent de réouverture. Je n'ai pas retrouvé de mise à jour officielle plus récente.,Commune d'Aulnois-sous-Laon,https://aulnois.jimdoweb.com/la-piscine/,2026-03-16,Moyenne,,1,La page officielle de la piscine sur le site communal conserve une information de non-ouverture à l'été 2020 et n'apporte pas de calendrier récent de réouverture. Je n'ai pas retrouvé de mise à jour officielle plus récente.
E004I020710003,I020710003,"Camping ""La Croix du vieux Pont",Etangs et Rivière,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Site d'activités aquatiques et nautiques,Site de pêche,2420,,,2025-03-31,2024-02-05,"660 emplacements (Châlets, Cabanes dans les arbres et tentes)",RAS,Handicap moteur,,0,,,,,,,,,,,,,0,0,,,,,,,0,3.128348,49.406191,Canoë de randonnée | Pêche au coup en eau douce,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Salle Fitness,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,NNH171HDB4CR,,2025-03-31,2024-04-23,"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.",Steppers,Handicap moteur,Bus,1,X,3,2010.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s)",0,0,,,,,,,0,3.28562,49.83933,Activités de forme et de santé | Gymnastique Aérobic,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,Salle de musculation,02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,3YFJW8RK28YF,,2025-03-31,2024-04-23,Caneton,Salle attenant à la piscine.Le ticket d'entrée de la piscine donne le droit à l'accès de cette salle. x,Handicap moteur,,0,X,4,1975.0,1975-1984,2004,1995-2004,2004.0,,Fuel,Aire de jeu,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",1,0,,,,,,,0,3.8984,49.5666,Musculation,open_probable,Ouvert probable,Le site du centre aquatique Rêvéo publie des horaires d'ouverture et le centre recrute encore pour l'accueil du public et des scolaires.,Centre aquatique Rêvéo,https://www.reveo-champagnepicarde.fr/espace-bien-etre,2026-03-11,Moyenne,,1,Le site du centre aquatique Rêvéo publie des horaires d'ouverture et le centre recrute encore pour l'accueil du public et des scolaires.
E003I800010025,I800010025,Piscine : AQU'ABB,Bassin 50 m découvrable,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,,2025-03-31,2024-02-22,Possibilité d'hébergement sur place pour les stages sportifs.L'installation dispose d'un toboggan de 50 mètres linéaires avec un bassin spécifique de réception ralentie (3mX1 m),Travaux pour le Centre de Préparation aux Jeux (CPJ) ayant été subventionné par l'Agence National du Sport (ANS),Handicap moteur,,1,X,2,2012.0,A partir de 2005,2022,,2022.0,,Autre,"Aire de jeu,Tribunes,Vestiaires,Douches,Sanitaires,Accueil,Cheminements",Sanitaires,"Individuel(s),famille(s)",0,0,50.0,21.0,1050.0,2.0,2.0,,0,1.840918,50.110685,Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Triathlon | Water-Polo,open_probable,Ouvert probable,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.,Aqu'ABB,https://www.resaquabb.fr/,2026-03-11,Forte,,1,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.
E003I805700001,I805700001,Centre aquatique Alméo,Bassin de réception toboggan,80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,KHW35W4AGF2D,,2025-03-31,2011-11-22,,"2 vestiaires collectifs avec cabines pour enseignants / locaux complémentaires : autre = local MNS, local du personnel",Handicap moteur,Bus,1,X,3,2008.0,A partir de 2005,,,,,Gaz,"Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,6.3,6.9,43.0,0.2,0.2,,0,2.49116,49.7673,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I806200031,I806200031,Piscine Tournesol,Terrain de badminton,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,Petites villes,Piscine,Piscine,Salle ou terrain spécialisé,Salle ou terrain de badminton,2119,,,2025-03-31,2011-11-22,,"Une table de tennis de table. 
OUVERTURE : UNIQUEMENT JUILLET ET AOUT",,Bus,0,,,2004.0,1995-2004,,,,,,,,"Individuel(s),famille(s)",0,1,,,,,,,0,2.94464,49.93579,Badminton | Jeu de volant,closed,Fermé / hors service,"Le procès-verbal communautaire de février 2018 mentionne explicitement la démolition de la piscine Tournesol rue Saint-Denis à Péronne, en lien avec la construction du centre aquatique O2 Somme.",Communauté de Communes de la Haute Somme,https://www.coeurhautesomme.fr/wp-content/uploads/2023/11/180201_PV-du-Conseil-Commuanutaire.pdf,2026-03-16,Forte,,1,"Le procès-verbal communautaire de février 2018 mentionne explicitement la démolition de la piscine Tournesol rue Saint-Denis à Péronne, en lien avec la construction du centre aquatique O2 Somme."
E004I620480002,I620480002,COMPLEXE BASLY,TERRAIN D ENTRAINEMENT stabilisé,62048,Auchel,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain de football,2802,,,2025-03-31,2024-04-24,,RAS,,,0,,,1956.0,1945-1964,,,,,,,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",1,0,,,,,,,0,2.468464,50.506812,Football / Football en salle (Futsal),open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,BASSIN D'APPRENTISSAGE - BASSIN LUDIQUE,62119,Béthune,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,ZAE2DKN9F8K4,,2025-03-31,2024-09-26,,RAS,Handicap moteur,,1,X,1,2007.0,A partir de 2005,,,,,Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,35.0,8.5,230.0,0.9,1.5,,0,2.630925,50.533248,Activités de forme et de santé | Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Le site officiel affiche les horaires du jour et annonce seulement une fermeture exceptionnelle du 13 au 15 mars 2026.,Cité d'O Béthune,https://centreaquatiquebethune.fr/plannings.html,2026-03-11,Forte,,1,Le site officiel affiche les horaires du jour et annonce seulement une fermeture exceptionnelle du 13 au 15 mars 2026.
E004I624980051,I624980051,Aqualens,Salle de fitness,62498,Lens,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,,2025-03-31,2024-11-15,,Création ayant été subventionné par l'Agence National du Sport (ANS),Handicap sensoriel | Handicap moteur,Train | Bus,1,X | R,2,2023.0,A partir de 2005,,,,,Electricité | Solaire | Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires","Aire de jeu,Cheminements,Sanitaires,Signalétique,Vestiaires","Individuel(s),famille(s)",0,0,,,,,,,0,2.81883,50.431596,Activités de forme et de santé,open_probable,Ouvert probable,"La page officielle d'Aqualens publie les horaires et tarifs du centre aquatique, ainsi que des actualités d'exploitation en 2025, sans signal de fermeture saisonnière ou durable.",Centre aquatique Aqualens,https://www.aqualens.fr/baignade-et-balneo/,2026-03-16,Forte,,1,"La page officielle d'Aqualens publie les horaires et tarifs du centre aquatique, ainsi que des actualités d'exploitation en 2025, sans signal de fermeture saisonnière ou durable."
