code_commune,commune,code_departement,departement,epci_code,epci_nom,population_2023,licences_ffn_2023,bassins_total,typo,latitude,longitude,nearest_installation_id,nearest_installation,nearest_installation_commune,nearest_installation_epci,crow_distance_to_nearest_installation_km,drive_distance_to_nearest_installation_km,drive_time_to_nearest_installation_min
80719,Sainte-Segrée,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,48,0,0,3.Rural périurbain,49.7617,1.9138,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,11.298,15.767,18.19
80728,Saulchoy-sous-Poix,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,79,0,0,3.Rural périurbain,49.7572,1.9395,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,10.582,13.874,16.88
80732,Senarpont,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,629,0,0,4.Rural non périurbain,49.8912,1.7163,I803680002,Complexe sportif Viméo,Friville-Escarbotin,CC du Vimeu,23.708,33.794,30.63
80734,Sentelie,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,212,2,0,3.Rural périurbain,49.7219,2.0247,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,8.785,10.132,11.83
80744,Tailly,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,57,0,0,3.Rural périurbain,49.9343,1.9459,I800010025,Piscine : AQU'ABB,Abbeville,CA de la Baie de Somme,21.017,23.532,29.98
80754,Thieulloy-l'Abbaye,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,382,0,0,3.Rural périurbain,49.8194,1.9457,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,17.491,21.118,25.09
80755,Thieulloy-la-Ville,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,140,0,0,3.Rural périurbain,49.7451,1.9317,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,9.278,12.133,13.3
80757,Thoix,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,146,0,0,3.Rural périurbain,49.7017,2.0598,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,9.368,11.438,12.56
80786,Velennes,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,141,0,0,3.Rural périurbain,49.7671,2.0973,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,16.013,18.23,20.83
80788,Vergies,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,178,0,0,3.Rural périurbain,49.9342,1.8454,I803680002,Complexe sportif Viméo,Friville-Escarbotin,CC du Vimeu,26.273,30.612,34.64
80796,Villeroy,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,175,0,0,4.Rural non périurbain,49.9399,1.7264,I803680002,Complexe sportif Viméo,Friville-Escarbotin,CC du Vimeu,19.644,26.019,27.4
80800,Villers-Campsart,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,138,1,0,3.Rural périurbain,49.8701,1.8359,I803680002,Complexe sportif Viméo,Friville-Escarbotin,CC du Vimeu,30.639,33.712,35.0
80813,Vraignes-lès-Hornoy,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,95,0,0,3.Rural périurbain,49.8234,1.9085,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,18.125,24.968,28.1
80821,Warlus,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,227,0,0,3.Rural périurbain,49.9144,1.9502,I800010025,Piscine : AQU'ABB,Abbeville,CA de la Baie de Somme,23.199,25.766,32.31
80828,Woirel,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,47,0,0,4.Rural non périurbain,49.9576,1.8196,I803680002,Complexe sportif Viméo,Friville-Escarbotin,CC du Vimeu,23.251,26.821,28.81
80269,Épaumesnil,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,107,0,0,4.Rural non périurbain,49.9124,1.8544,I803680002,Complexe sportif Viméo,Friville-Escarbotin,CC du Vimeu,28.29,32.934,35.34
80273,Éplessier,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,342,0,0,3.Rural périurbain,49.785,1.9415,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,13.668,18.138,20.7
80276,Équennes-Éramecourt,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,280,3,0,3.Rural périurbain,49.7275,1.9563,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,7.318,8.956,11.68
80297,Étréjust,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,41,0,0,3.Rural périurbain,49.9111,1.8866,I800010025,Piscine : AQU'ABB,Abbeville,CA de la Baie de Somme,22.44,30.296,38.31
80485,Ô-de-Selle,80,80 - Somme,200071181,Communauté de communes Somme Sud-Ouest,1153,4,0,3.Rural périurbain,49.7672,2.1897,I800210162,Centre Aquatique Amiens Metropole,Amiens,CA Amiens Métropole,13.847,15.662,17.02
80002,Ablaincourt-Pressoir,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,268,1,0,4.Rural non périurbain,49.8412,2.8266,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),12.787,14.465,16.75
80033,Assevillers,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,310,0,0,4.Rural non périurbain,49.8976,2.8422,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),7.875,9.962,13.04
80058,Bayonvillers,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,337,0,0,3.Rural périurbain,49.8649,2.6308,I805700001,Centre aquatique Alméo,Moreuil,CC Avre Luce Noye,14.77,18.209,20.65
80067,Beaufort-en-Santerre,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,189,0,0,3.Rural périurbain,49.7824,2.6628,I805700001,Centre aquatique Alméo,Moreuil,CC Avre Luce Noye,12.439,16.478,21.78
80080,Belloy-en-Santerre,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,151,0,0,4.Rural non périurbain,49.8859,2.8601,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),7.536,9.736,12.99
80090,Berny-en-Santerre,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,151,1,0,4.Rural non périurbain,49.866,2.8502,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),9.592,11.215,13.57
80116,Bouchoir,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,266,1,0,4.Rural non périurbain,49.7456,2.6783,I806850010,Arobase,Roye,CC du Grand Roye,10.225,12.559,12.36
80162,Caix,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,699,1,0,3.Rural périurbain,49.8112,2.6467,I805700001,Centre aquatique Alméo,Moreuil,CC Avre Luce Noye,12.186,14.765,18.44
80186,Chaulnes,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,1983,6,0,4.Rural non périurbain,49.817,2.8015,I806850010,Arobase,Roye,CC du Grand Roye,13.294,15.381,17.19
80191,Chilly,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,163,1,0,4.Rural non périurbain,49.7962,2.7706,I806850010,Arobase,Roye,CC du Grand Roye,11.175,15.476,17.12
80194,Chuignes,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,149,0,0,4.Rural non périurbain,49.8993,2.7521,I800160008,Piscine Caneton,Albert,CC du Pays du Coquelicot,13.132,16.623,18.23
80247,Dompierre-Becquincourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,714,2,0,4.Rural non périurbain,49.9095,2.8064,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),9.833,13.062,16.78
80288,Estrées-Deniécourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,373,1,0,4.Rural non périurbain,49.8715,2.8231,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),10.603,12.748,15.24
80304,Fay,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,93,0,0,4.Rural non périurbain,49.8857,2.8032,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),10.965,13.438,18.39
80320,Folies,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,154,2,0,3.Rural périurbain,49.7631,2.6684,I806850010,Arobase,Roye,CC du Grand Roye,11.918,15.487,16.03
80325,Fontaine-lès-Cappy,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,56,0,0,4.Rural non périurbain,49.9003,2.7764,I800160008,Piscine Caneton,Albert,CC du Pays du Coquelicot,14.026,18.185,19.67
80335,Foucaucourt-en-Santerre,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,233,0,0,4.Rural non périurbain,49.8743,2.7676,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),13.814,16.547,19.83
80339,Fouquescourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,153,2,0,4.Rural non périurbain,49.7694,2.7469,I806850010,Arobase,Roye,CC du Grand Roye,8.848,11.727,14.37
80342,Framerville-Rainecourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,447,1,0,3.Rural périurbain,49.8641,2.7157,I800160008,Piscine Caneton,Albert,CC du Pays du Coquelicot,15.712,20.006,22.06
80347,Fransart,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,162,3,0,4.Rural non périurbain,49.7686,2.7715,I806850010,Arobase,Roye,CC du Grand Roye,8.163,12.24,13.69
80353,Fresnes-Mazancourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,158,0,0,4.Rural non périurbain,49.8521,2.8613,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),10.335,11.743,14.84
80400,Guillaucourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,391,0,0,3.Rural périurbain,49.8389,2.6346,I805700001,Centre aquatique Alméo,Moreuil,CC Avre Luce Noye,13.014,17.066,19.82
80409,Hallu,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,140,2,0,4.Rural non périurbain,49.7945,2.7883,I806850010,Arobase,Roye,CC du Grand Roye,10.821,13.975,15.96
80417,Harbonnières,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,1640,0,0,3.Rural périurbain,49.8491,2.6708,I805700001,Centre aquatique Alméo,Moreuil,CC Avre Luce Noye,15.777,18.521,22.36
80432,Herleville,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,192,0,0,3.Rural périurbain,49.8653,2.7514,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),15.305,18.718,23.53
80621,Hypercourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,686,1,0,4.Rural non périurbain,49.8081,2.8587,I806850010,Arobase,Roye,CC du Grand Roye,13.019,14.678,16.02
80189,La Chavatte,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,64,0,0,4.Rural non périurbain,49.755,2.7639,I806850010,Arobase,Roye,CC du Grand Roye,6.891,10.529,12.22
80481,Lihons,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,461,4,0,4.Rural non périurbain,49.8277,2.7545,I806850010,Arobase,Roye,CC du Grand Roye,14.839,19.536,21.34
80509,Marchélepot-Misery,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,580,0,0,4.Rural non périurbain,49.842,2.8757,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),10.815,11.754,16.13
80520,Maucourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,202,0,0,4.Rural non périurbain,49.7942,2.7497,I806850010,Arobase,Roye,CC du Grand Roye,11.337,16.489,18.39
80524,Méharicourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,551,3,0,4.Rural non périurbain,49.7978,2.7297,I806850010,Arobase,Roye,CC du Grand Roye,12.233,15.704,16.98
80617,Parvillers-le-Quesnoy,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,236,1,0,4.Rural non périurbain,49.7469,2.7264,I806850010,Arobase,Roye,CC du Grand Roye,7.604,10.58,13.71
80644,Proyart,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,762,3,0,3.Rural périurbain,49.8949,2.707,I800160008,Piscine Caneton,Albert,CC du Pays du Coquelicot,12.249,17.314,18.65
80646,Punchy,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,79,0,0,4.Rural non périurbain,49.7928,2.8082,I806850010,Arobase,Roye,CC du Grand Roye,10.621,12.455,14.18
80647,Puzeaux,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,279,0,0,4.Rural non périurbain,49.7984,2.8268,I806850010,Arobase,Roye,CC du Grand Roye,11.396,12.712,14.21
80680,Rosières-en-Santerre,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,2928,3,0,4.Rural non périurbain,49.8164,2.7018,I806850010,Arobase,Roye,CC du Grand Roye,14.972,18.364,20.94
80682,Rouvroy-en-Santerre,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,209,0,0,3.Rural périurbain,49.7691,2.711,I806850010,Arobase,Roye,CC du Grand Roye,10.193,12.816,14.22
80741,Soyécourt,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,189,0,0,4.Rural non périurbain,49.8654,2.7953,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),12.61,15.291,18.29
80781,Vauvillers,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,218,0,0,3.Rural périurbain,49.844,2.7079,I806850010,Arobase,Roye,CC du Grand Roye,17.573,21.275,23.81
80789,Vermandovillers,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,150,0,0,4.Rural non périurbain,49.8449,2.7816,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),14.776,17.334,20.85
80814,Vrély,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,457,2,0,4.Rural non périurbain,49.7969,2.6886,I806850010,Arobase,Roye,CC du Grand Roye,13.629,16.321,17.99
80823,Warvillers,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,122,0,0,4.Rural non périurbain,49.7783,2.6933,I806850010,Arobase,Roye,CC du Grand Roye,11.791,14.924,16.25
80824,Wiencourt-l'Équipée,80,80 - Somme,200070928,Communauté de communes Terre de Picardie,252,0,0,3.Rural périurbain,49.8399,2.6061,I805700001,Centre aquatique Alméo,Moreuil,CC Avre Luce Noye,11.542,16.102,18.87
80034,Athies,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,613,2,0,4.Rural non périurbain,49.8552,2.9778,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),8.747,9.906,11.11
80105,Billancourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,174,0,0,4.Rural non périurbain,49.7379,2.8983,I806850010,Arobase,Roye,CC du Grand Roye,8.409,10.721,12.09
80139,Breuil,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,45,0,0,4.Rural non périurbain,49.7383,2.9475,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,9.396,12.558,19.1
80144,Brouchy,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,482,0,0,4.Rural non périurbain,49.7142,3.1005,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,4.768,6.477,10.59
80158,Buverchy,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,45,2,0,4.Rural non périurbain,49.7265,2.9699,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,8.215,11.501,17.8
80097,Béthencourt-sur-Somme,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,126,0,0,4.Rural non périurbain,49.7923,2.9556,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,9.635,11.891,14.89
80197,Cizancourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,26,0,0,4.Rural non périurbain,49.8405,2.9164,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),10.095,11.559,17.03
80226,Croix-Moligneaux,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,270,0,0,4.Rural non périurbain,49.8218,3.002,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,9.218,10.572,13.46
80230,Curchy,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,293,0,0,4.Rural non périurbain,49.7801,2.8647,I806850010,Arobase,Roye,CC du Grand Roye,10.317,12.108,13.38
80252,Douilly,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,250,2,0,4.Rural non périurbain,49.7956,3.0587,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,4.785,7.129,9.56
80267,Ennemain,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,247,0,0,4.Rural non périurbain,49.842,2.9595,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),9.884,12.797,18.4
80274,Eppeville,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,1719,3,0,2.Urbain intermédiaire,49.7363,3.0486,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,2.786,4.641,7.91
80284,Esmery-Hallon,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,713,2,0,4.Rural non périurbain,49.7109,3.0258,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,6.001,8.133,17.18
80300,Falvy,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,162,0,0,4.Rural non périurbain,49.8215,2.9572,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),12.127,14.192,16.86
80410,Ham,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,4408,6,2,2.Urbain intermédiaire,49.7529,3.0699,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,0.455,0.533,1.08
80442,Hombleux,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,1119,0,0,4.Rural non périurbain,49.7318,2.992,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,6.522,10.555,15.41
80465,Languevoisin-Quiquery,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,193,0,0,4.Rural non périurbain,49.7461,2.9321,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,10.375,13.08,16.49
80474,Licourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,397,0,0,4.Rural non périurbain,49.8258,2.9037,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),11.875,13.689,17.04
80519,Matigny,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,499,4,0,4.Rural non périurbain,49.7972,3.011,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,6.694,7.359,9.25
80542,Mesnil-Saint-Nicaise,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,563,1,0,4.Rural non périurbain,49.7769,2.9146,I806850010,Arobase,Roye,CC du Grand Roye,12.104,14.359,15.67
80555,Monchy-Lagache,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,574,0,0,4.Rural non périurbain,49.8531,3.0424,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),11.266,13.69,15.16
80568,Morchain,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,359,2,0,4.Rural non périurbain,49.7997,2.9249,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,11.978,14.539,17.38
80576,Moyencourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,330,0,0,4.Rural non périurbain,49.7237,2.9471,I806850010,Arobase,Roye,CC du Grand Roye,11.009,14.335,17.07
80579,Muille-Villette,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,790,0,0,4.Rural non périurbain,49.726,3.0645,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,3.225,4.206,6.97
80585,Nesle,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,2296,0,0,4.Rural non périurbain,49.7601,2.9122,I806850010,Arobase,Roye,CC du Grand Roye,10.686,12.442,13.98
80605,Offoy,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,199,1,0,4.Rural non périurbain,49.7714,3.0166,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,4.682,9.53,13.53
80616,Pargny,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,196,0,0,4.Rural non périurbain,49.8088,2.9488,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,10.975,15.484,18.38
80638,Potte,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,111,0,0,4.Rural non périurbain,49.7984,2.901,I806850010,Arobase,Roye,CC du Grand Roye,13.387,16.302,17.1
80658,Quivières,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,144,0,0,4.Rural non périurbain,49.8256,3.0302,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,8.609,12.015,14.6
80669,Rethonvillers,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,341,3,0,4.Rural non périurbain,49.7335,2.8581,I806850010,Arobase,Roye,CC du Grand Roye,5.817,8.169,9.54
80683,Rouy-le-Grand,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,100,0,0,4.Rural non périurbain,49.7801,2.9498,I806850010,Arobase,Roye,CC du Grand Roye,14.183,18.018,21.8
80684,Rouy-le-Petit,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,103,0,0,4.Rural non périurbain,49.7658,2.9537,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,8.88,13.006,18.3
80701,Saint-Christ-Briost,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,429,1,0,4.Rural non périurbain,49.8503,2.9254,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),8.924,9.973,13.93
80726,Sancourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,268,0,0,4.Rural non périurbain,49.7698,3.0465,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,2.749,3.233,4.44
80750,Tertry,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,143,3,0,4.Rural non périurbain,49.8587,3.0691,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),12.181,13.205,14.14
80771,Ugny-l'Équipée,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,30,0,0,4.Rural non périurbain,49.8152,3.065,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,6.846,9.971,12.54
80794,Villecourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,47,0,0,4.Rural non périurbain,49.7974,2.9722,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,8.876,10.44,13.02
80811,Voyennes,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,592,1,0,4.Rural non périurbain,49.7696,2.9849,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,6.767,10.22,12.93
80829,Y,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,88,0,0,4.Rural non périurbain,49.8022,2.9879,I804100008,Piscine Aquari'Ham,Ham,CC de l'Est de la Somme,8.287,9.011,11.44
80272,Épénancourt,80,80 - Somme,200070985,Communauté de communes de l'Est de la Somme,126,1,0,4.Rural non périurbain,49.8211,2.9291,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),12.134,13.42,17.09
80014,Aizecourt-le-Bas,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),65,0,0,4.Rural non périurbain,49.9867,3.0283,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),8.925,11.312,18.59
80015,Aizecourt-le-Haut,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),67,0,0,4.Rural non périurbain,49.9682,2.9836,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),5.27,6.727,10.11
80017,Allaines,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),419,2,0,4.Rural non périurbain,49.964,2.9364,I806200031,Piscine Tournesol,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),3.122,4.698,8.09
80054,Barleux,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),229,0,0,4.Rural non périurbain,49.897,2.8939,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),4.936,6.107,8.75
80088,Bernes,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),354,3,0,3.Rural périurbain,49.9083,3.1007,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),11.756,13.633,15.99
80102,Biaches,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),386,1,0,4.Rural non périurbain,49.925,2.9049,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),2.573,4.952,8.05
80115,Bouchavesnes-Bergen,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),287,0,0,4.Rural non périurbain,49.9932,2.9201,I806200031,Piscine Tournesol,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),6.551,7.83,13.29
80128,Bouvincourt-en-Vermandois,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),147,0,0,4.Rural non périurbain,49.8899,3.0433,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),8.637,10.03,11.31
80141,Brie,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),341,5,0,4.Rural non périurbain,49.8815,2.9435,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),5.399,8.03,11.38
80150,Buire-Courcelles,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),219,1,0,4.Rural non périurbain,49.9374,3.0072,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),4.88,6.481,8.04
80154,Bussu,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),217,0,0,4.Rural non périurbain,49.9473,2.9779,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),3.325,4.31,6.37
80177,Cartigny,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),690,3,0,4.Rural non périurbain,49.9109,3.0154,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),5.801,6.907,8.55
80199,Cléry-sur-Somme,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),515,4,0,4.Rural non périurbain,49.9618,2.8847,I806200002,CENTRE AQUATIQUE,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),5.307,5.908,8.9
80204,Combles,80,80 - Somme,200037059,Communauté de communes de la Haute Somme (Combles - Péronne - Roisel),751,3,0,4.Rural non périurbain,50.0082,2.8744,I806200031,Piscine Tournesol,Péronne,CC de la Haute Somme (Combles - Péronne - Roisel),9.426,11.354,13.58
