id_equipement,id_installation,installation,equipement,code_commune,commune,dep_code,departement,epci_code,epci_nom,type_equipement,categorie,proprietaire,type_proprietaire,type_gestionnaire,gestion_dsp_source,mode_gestion_calcule,surface_bassin_m2,longueur_m,largeur_m,profondeur_min_m,profondeur_max_m,nb_couloirs,type_utilisation,usage_scolaires,site_scolaire_explicit,particularite_installation,uai,qpv,qpv_flag,qpv_200m,qpv_200m_flag,longitude,latitude,activites
E001I622500003,I622500003,piscine municipale,piscine municipale,62250,Courrières,62,Pas-de-Calais,246200299,CA d'Hénin-Carvin,Bassin sportif de natation,structurant,Ville de Courrières,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06239M,1,QN06239M,1,2.95485,50.45622,"Aquagym, Baignade loisirs, Natation course sportive"
E002I624270010,I624270010,Piscine Municipale Jean Jacques MALINA,Grand bain,62427,Hénin-Beaumont,62,Pas-de-Calais,246200299,CA d'Hénin-Carvin,Bassin sportif de natation,structurant,Commune d'Hénin-Beaumont,Commune,Etablissement privé commercial,True,DSP,375.0,25.0,15.0,1.4,3.0,6.0,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06244M,1,2.945833,50.423373,"Aquagym, Baignade loisirs, Natation course sportive, Natation en eau libre"
E001I624270010,I624270010,Piscine Municipale Jean Jacques MALINA,Petit bain,62427,Hénin-Beaumont,62,Pas-de-Calais,246200299,CA d'Hénin-Carvin,Bassin mixte de natation,structurant,Commune d'Hénin-Beaumont,Commune,Commune,False,Régie publique,144.0,15.0,12.0,0.4,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06244M,1,2.945586,50.423599,"Aquagym, Baignade loisirs, Natation course sportive, Natation en eau libre"
E009I620480002,I620480002,COMPLEXE BASLY,PISCINE MUNICIPALE GRAND BASSIN,62048,Auchel,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Communauté d'Agglomération Béthune-Bruay Artois Lys Romane,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.8,3.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Complexe sportif, Piscine",,,0,QN06204M,1,2.468973,50.507511,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E008I620480002,I620480002,COMPLEXE BASLY,PISCINE MUNICIPALE PETIT BASSIN,62048,Auchel,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Communauté d'Agglomération Béthune-Bruay Artois Lys Romane,EPCI,EPCI,False,Régie publique,225.0,15.0,15.0,0.8,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Complexe sportif, Piscine",,,0,QN06204M,1,2.46896,50.50776,"Baignade loisirs, Natation en eau libre"
E001I620830008,I620830008,"Piscine communautaire à Barlin ""Le NAUTILUD""","Piscine communautaire à Barlin ""Le NAUTILUD""",62083,Barlin,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin mixte de natation,structurant,"Communauté d'agglomération Béthune-Bruay, Artois Lys Romane",EPCI,EPCI,False,Régie publique,290.0,29.0,10.0,0.75,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06207M,1,QN06207M,1,2.619896,50.455324,"Aquagym, Baignade loisirs, Natation course sportive"
E002I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,BASSIN 50M,62119,Béthune,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,"CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE",EPCI,Etablissement privé commercial,True,DSP,1000.0,50.0,20.0,2.3,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.630925,50.533248,"Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E004I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,BASSIN D'APPRENTISSAGE - BASSIN LUDIQUE,62119,Béthune,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin mixte de natation,structurant,"CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE",EPCI,Etablissement privé commercial,True,DSP,230.0,35.0,8.5,0.9,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.630925,50.533248,"Activités de forme et de santé, Aquagym, Baignade loisirs, Natation course sportive"
E001I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,Bassin TOBOGGAN,62119,Béthune,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin de réception de toboggan,,"CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE",EPCI,Etablissement privé commercial,True,DSP,64.0,8.0,8.0,1.5,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.631161,50.533194,Baignade loisirs
E001I622700008,I622700008,PISCINE TOURNESOL,PISCINE TOURNESOL,62270,Divion,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Communauté d'Agglomération Béthune-Bruay Artois Lys Romane,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.49849,50.47106,"Baignade loisirs, Natation course sportive"
E002I624430002,I624430002,INSTALLATIONS SPORTIVES complexe vivre,PISCINE MUNICIPALE,62443,Hersin-Coupigny,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Mairie d'Hersin-Coupigny,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.1,4.0,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.645994,50.447701,"Baignade loisirs, Natation course sportive, Natation en eau libre"
E001I625160007,I625160007,Piscine (Parc du Brule),Piscine,62516,Lillers,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,"COMMUNAUTÉ D’AGGLOMÉRATION DE BÉTHUNE-BRUAY, ARTOIS LYS ROMANE",EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN06255M,1,2.490141,50.563095,"Aquagym, Baignade loisirs, Natation course sportive"
E002I626170019,I626170019,Piscine municipale,Bassin d'apprentissage,62617,Nœux-les-Mines,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin ludique de natation,,Communauté d'Agglomération Béthune-Bruay Artois Lys Romane,EPCI,Commune,False,Régie publique,300.0,20.0,15.0,0.8,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06218M,1,QN06218M,1,2.66996,50.472222,Baignade loisirs
E001I626170019,I626170019,Piscine municipale,Grand bassin,62617,Nœux-les-Mines,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Communauté d'Agglomération Béthune-Bruay Artois Lys Romane,EPCI,Commune,False,Régie publique,375.0,25.0,15.0,1.8,2.7,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06218M,1,QN06218M,1,2.67036,50.47213,"Aquagym, Baignade loisirs, Natation course sportive"
E001I620650002,I620650002,PISCINE MUNICIPALE,BASSIN,62065,Avion,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06219M,1,2.84212,50.40657,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E002I621330012,I621330012,Centre Aquatique Louis Aragon,Bassin d'apprentissage,62133,Billy-Montigny,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin mixte de natation,structurant,Commune de Billy Montigny,Commune,Commune,False,Régie publique,75.0,12.5,6.0,0.8,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN06221M,1,2.914188,50.420441,"Aquagym, Baignade loisirs"
E001I621330012,I621330012,Centre Aquatique Louis Aragon,Bassin sportif,62133,Billy-Montigny,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin sportif de natation,structurant,Commune de Billy Montigny,Commune,Commune,False,Régie publique,312.5,12.5,25.0,1.4,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN06221M,1,2.914188,50.420208,"Aquagym, Baignade loisirs, Natation course sportive"
E002I624980051,I624980051,Aqualens,Bassin d'apprentissage,62498,Lens,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin mixte de natation,structurant,Ville de Lens,Commune,,True,DSP,375.0,15.0,25.0,1.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.818519,50.431527,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre), Water-Polo"
E001I624980051,I624980051,Aqualens,bassin sportif,62498,Lens,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin sportif de natation,structurant,Ville de Lens,Commune,,True,DSP,1050.0,21.0,50.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.818379,50.431787,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre), Water-Polo"
E004I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin de réception toboggan,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin de réception de toboggan,,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,28.0,7.0,4.0,1.1,1.1,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,Baignade loisirs
E006I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin ludique,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin ludique de natation,,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,275.0,,,1.1,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,"Aquagym, Baignade loisirs"
E007I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin sportif,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin sportif de natation,structurant,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,375.0,25.0,15.0,1.5,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,"Aquagym, Baignade loisirs, Duathlon, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre)"
E005I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin tonique,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin ludique de natation,,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,150.0,,,0.6,1.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,Baignade loisirs
E004I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,PISCINE DU CENTRE TENNISTIQUE PIERRE DE COUBERTIN,62826,Le Touquet-Paris-Plage,62,Pas-de-Calais,200069029,CA des Deux Baies en Montreuillois,Bassin sportif de natation,structurant,Ville de Le Touquet Paris-Plage,Commune,Etablissement privé commercial,False,Autre gestion hors DSP,250.0,10.0,25.0,0.9,2.9,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,"Complexe sportif, Piscine",,,0,,0,1.59682750305,50.5191105549,Natation course sportive
E001I622890007,I622890007,PISCINE MUNICIPALE,GRAND BASSIN,62289,Écuires,62,Pas-de-Calais,200069029,CA des Deux Baies en Montreuillois,Bassin sportif de natation,structurant,CCM,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,0.8,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.75757,50.4535,"Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre)"
E002I622890007,I622890007,PISCINE MUNICIPALE,PETIT BASSIN,62289,Écuires,62,Pas-de-Calais,200069029,CA des Deux Baies en Montreuillois,Bassin mixte de natation,structurant,CCM,EPCI,EPCI,False,Régie publique,125.0,12.5,10.0,0.8,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.75757,50.4535,"Aquagym, Baignade loisirs, Natation course sportive"
E001I623180002,I623180002,PISCINE,PISCINE d'Etaples,62318,Étaples,62,Pas-de-Calais,200069029,CA des Deux Baies en Montreuillois,Bassin sportif de natation,structurant,Communauté d'Agglomération des Deux Baies en Montreuillois,EPCI,,False,Autre gestion hors DSP,250.0,25.0,10.0,0.6,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06257M,1,QN06257M,1,1.64916,50.5221,"Baignade loisirs, Natation course sportive"
E001I621600029,I621600029,PISCINE MUNICIPALE,BASSIN D APPRENTISSAGE,62160,Boulogne-sur-Mer,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,75.0,12.0,6.0,1.0,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.59438,50.73112,"Aquagym, Baignade loisirs"
E002I621600029,I621600029,PISCINE MUNICIPALE,GRAND BASSIN,62160,Boulogne-sur-Mer,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,300.0,25.0,12.0,1.6,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.59438,50.73112,"Baignade loisirs, Natation course sportive, Natation synchronisée"
E001I626430016,I626430016,PISCINE INTERCOMMUNAL OCEANE,Bassin de natation sportif,62643,Outreau,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin sportif de natation,structurant,Syndicat Intercommunal Outreau/Le Portel,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN06252M,1,QN06252M,1,1.58436571251,50.7047691269,"Aquagym, Baignade loisirs, Natation course sportive"
E002I626430016,I626430016,PISCINE INTERCOMMUNAL OCEANE,Petit bassin ludique,62643,Outreau,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin ludique de natation,,Syndicat Intercommunal Outreau / Le Portel,EPCI,EPCI,False,Régie publique,150.0,,,0.2,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN06252M,1,QN06252M,1,1.58441787658,50.70488,"Aquagym, Baignade loisirs"
E002I627580010,I627580010,Hélicéa,BASSIN DE NATATION,62758,Saint-Martin-Boulogne,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin sportif de natation,structurant,communauté d'agglo du boulonnais,EPCI,Etablissement privé commercial,False,Autre gestion hors DSP,650.0,25.0,26.0,1.3,3.4,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,1.64395,50.731,"Natation course sportive, Natation en eau libre"
E002I620140019,I620140019,AQUALYS,Bassin Sportif,62014,Aire-sur-la-Lys,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,CAPSO,EPCI,,True,DSP,375.0,15.0,25.0,1.4,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.41236757258,50.6330431544,"Baignade loisirs, Natation course sportive, Natation en eau libre"
E001I620140019,I620140019,AQUALYS,Bassin de Loisirs,62014,Aire-sur-la-Lys,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin ludique de natation,,CAPSO,EPCI,,True,DSP,150.0,15.0,10.0,1.0,1.4,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.41236757258,50.6330431544,"Aquagym, Baignade loisirs, Natation en eau libre"
E001I620140013,I620140013,PISCINE IRIS,PISCINE IRIS,62014,Aire-sur-la-Lys,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN06256M,1,2.40322,50.64189,"Baignade loisirs, Natation course sportive"
E001I620400005,I620400005,PISCINE MUNICIPALE,Bassin de natation,62040,Arques,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,Communauté d'Agglomération du Pays Saint-Omer,EPCI,Commune,False,Régie publique,250.0,25.0,10.0,1.4,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.30396,50.73926,"Aquagym, Baignade loisirs, Natation course sportive"
E002I620400005,I620400005,PISCINE MUNICIPALE,Petit Bassin de Natation,62040,Arques,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,Communauté d'Agglomération du Pays Saint-Omer,EPCI,Commune,False,Régie publique,160.0,16.0,10.0,1.0,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN06237M,1,2.2626,50.75452,"Aquagym, Baignade loisirs"
E002I625250002,I625250002,SCENEO,Bassin ludique,62525,Longuenesse,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin ludique de natation,,Communauté d'Agglomération de Saint-Omer,EPCI,,True,DSP,278.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06236M,1,2.27057,50.74055,Baignade loisirs
E001I625250002,I625250002,SCENEO,Bassin sportif,62525,Longuenesse,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,Communauté d'Agglomération de Saint-Omer (CASO),EPCI,,True,DSP,625.0,25.0,25.0,1.4,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06236M,1,2.27057,50.74055,"Aquagym, Baignade loisirs, Natation course sportive"
E001I625590002,I625590002,COMPLEXE SPORTIF DU COLLEGE DES MARCHES DE L'ARTOIS,PISCINE,62559,Marquion,62,Pas-de-Calais,200044048,CC Osartis Marquion,Bassin sportif de natation,structurant,Département,Département,Département,False,Régie publique,250.0,25.0,10.0,1.1,1.8,,"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,1,"Complexe sportif, Piscine, Etablissement scolaire",0620130E,,0,,0,3.083382,50.209126,"Aquagym, Baignade loisirs, Natation course sportive"
E001I628650007,I628650007,Centre aquatique Aquatis,Bassin sportif de natation,62865,Vitry-en-Artois,62,Pas-de-Calais,200044048,CC Osartis Marquion,Bassin sportif de natation,structurant,,Etablissement Public,Etablissement Public,False,Régie publique,375.0,25.0,15.0,1.4,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.980227,50.332866,Aquagym
E001I622680012,I622680012,Centre Aquatique Naturéo,Bassin sportif,62268,Desvres,62,Pas-de-Calais,200018083,CC de Desvres-Samer,Bassin sportif de natation,structurant,Communauté de Communes de Desvres Samer,EPCI,,False,Autre gestion hors DSP,375.0,25.0,15.0,1.3,1.8,6.0,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,1.842892,50.664829,"Baignade loisirs, Natation course sportive"
E002I622680012,I622680012,Centre Aquatique Naturéo,bassin sportif et ludique,62268,Desvres,62,Pas-de-Calais,200018083,CC de Desvres-Samer,Bassin sportif de natation,structurant,COMMUNAUTE DE COMMUNES DE DESVRES SAMER,EPCI,,False,Autre gestion hors DSP,375.0,25.0,15.0,1.3,1.8,6.0,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,1.842763,50.664764,"Baignade loisirs, Natation course sportive"
E001I620570009,I620570009,PISCINE INTERCOMMUNALE,PISCINE,62057,Audruicq,62,Pas-de-Calais,246200844,CC de la Région d'Audruicq,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.07118,50.87736,"Aquagym, Baignade loisirs, Natation course sportive"
E002I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin ludique,62549,Marconne,62,Pas-de-Calais,200044030,CC des 7 Vallées,Bassin ludique de natation,,Fillion,EPCI,EPCI,False,Régie publique,60.0,15.0,4.0,0.8,1.4,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.029365,50.367088,Baignade loisirs
E003I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin ludique extérieur,62549,Marconne,62,Pas-de-Calais,200044030,CC des 7 Vallées,Bassin ludique de natation,,Fillion,EPCI,EPCI,False,Régie publique,20.0,10.0,10.0,0.8,1.3,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.029365,50.367088,Baignade loisirs
E001I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin sportif,62549,Marconne,62,Pas-de-Calais,200044030,CC des 7 Vallées,Bassin sportif de natation,structurant,Fillion,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.03215017915,50.364712989,"Aquagym, Natation course sportive"
E001I625340009,I625340009,Piscine Intercommunale de Lumbres,Bassin de 25m,62534,Lumbres,62,Pas-de-Calais,246201016,CC du Pays de Lumbres,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,0.6,3.6,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.12999,50.70848,"Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E002I625340009,I625340009,Piscine Intercommunale de Lumbres,Petit Bassin,62534,Lumbres,62,Pas-de-Calais,246201016,CC du Pays de Lumbres,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,225.0,15.0,15.0,0.1,0.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.130071,50.708451,"Aquagym, Baignade loisirs"
E001I620800008,I620800008,PISCINE INTERCOMMUNALE,Bassin de natation,62080,Bapaume,62,Pas-de-Calais,200035442,CC du Sud-Artois,Bassin sportif de natation,structurant,Communauté de Communes de la Région de Bapaume,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.859793,50.107093,"Aquagym, Baignade loisirs, Natation course sportive"
E001I620040009,I620040009,PISCINE MUNICIPALE,BASSIN de natation,62004,Achicourt,62,Pas-de-Calais,200033579,CU d'Arras,Bassin mixte de natation,structurant,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06258M,1,QN06258M,1,2.769349,50.268277,"Baignade loisirs, Natation course sportive"
E002I620410045,I620410045,PISCINE ELIE DESBIN,Bassin Ludique,62041,Arras,62,Pas-de-Calais,200033579,CU d'Arras,Bassin sportif de natation,structurant,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,120.0,12.0,10.0,0.5,1.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.79366,50.279651,Baignade loisirs
E001I620410045,I620410045,PISCINE ELIE DESBIN,Bassin compétition,62041,Arras,62,Pas-de-Calais,200033579,CU d'Arras,Bassin sportif de natation,structurant,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.793875,50.279947,"Baignade loisirs, Natation course sportive, Natation en eau libre, Triathlon, Water-Polo"
E002I620410067,I620410067,PISCINE GEORGES DAULLE,Bassin Ludique,62041,Arras,62,Pas-de-Calais,200033579,CU d'Arras,Bassin ludique de natation,,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,225.0,15.0,15.0,0.7,1.1,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,QN06259M,1,"QN06259M, QN06260M",1,2.74294,50.2975,Baignade loisirs
